Order_ID,Product_Name,Category,Price,Quantity,Total_Amount,Customer_Name,Customer_Email,Customer_City,Customer_Age,Payment_Method,Order_Status,Order_Date
109,Air Set,Sports,8116.08,1,8116.08,Michael Smith,bruce15@yahoo.com,Jamesview,19,Debit Card,Delivered,2025-10-29
110,Night Lite,Books,1209.56,5,6047.8,Beth Smith,paige72@brown-perez.biz,North Aprilstad,65,Credit Card,Shipped,2025-10-29
111,Production Max,Beauty,5421.71,1,5421.71,Sergio Jones,pagejennifer@bell.com,Moralestown,18,Cash on Delivery,Shipped,2025-10-29
112,Authority Max,Electronics,2317.58,1,2317.58,Brandon Wong,amanda45@jensen-jensen.com,Vasquezhaven,29,Debit Card,Shipped,2025-10-29
113,News Plus,Clothing,3144.64,5,15723.2,Olivia Bonilla,perezallison@ballard.com,Williamland,26,Debit Card,Returned,2025-10-29
114,Throw Pack,Beauty,9696.92,5,48484.6,Andrew Morris,rcastillo@wallace-wilson.com,Rachelfort,61,Net Banking,Delivered,2025-10-29
115,Generation Max,Grocery,4026.7,3,12080.1,Ashley Knapp,erikapeck@hotmail.com,Lake Lisa,51,Net Banking,Delivered,2025-10-29
116,Because Set,Beauty,5086.52,5,25432.6,Pamela Flynn,joannadams@yahoo.com,Wolfside,52,Debit Card,Cancelled,2025-10-29
117,Investment Plus,Beauty,1496.39,1,1496.39,Jacob Roberts,pittmanjordan@martinez.com,New Donaldland,20,Net Banking,Delivered,2025-10-29
118,Effect Pack,Beauty,8068.83,5,40344.15,Bryan Mason,cameronkrystal@rasmussen-gallagher.com,Turnerhaven,46,Credit Card,Delivered,2025-10-29
119,Thought Pack,Electronics,3136.2,5,15681.0,Joe Bennett,brittanydavis@hotmail.com,West Mollyfort,40,Credit Card,Shipped,2025-10-29
120,Thing Pro,Sports,5098.03,4,20392.12,Brian Gallegos,powersjames@washington.biz,Rodriguezburgh,34,UPI,Delivered,2025-10-29
121,Usually Max,Books,8504.52,1,8504.52,Lawrence Richardson,boyeralexander@yahoo.com,South Brandonberg,18,Credit Card,Delivered,2025-10-29
122,Forget Lite,Sports,3021.86,2,6043.72,Jessica Russell,clarkbrian@yahoo.com,East Julie,31,Net Banking,Delivered,2025-10-29
123,Beat Pro,Beauty,4402.21,4,17608.84,Valerie Collins,ericgonzalez@moore-walls.com,Clarkstad,37,Credit Card,Shipped,2025-10-29
124,Bit Set,Books,8094.83,3,24284.49,Laura Shaffer,kathryn92@rodriguez-russell.org,Wigginsfort,34,UPI,Delivered,2025-10-29
125,Event Set,Sports,3985.09,5,19925.45,Kelly Mccann,kayla03@yahoo.com,Port Heather,34,UPI,Shipped,2025-10-29
126,Throw Set,Grocery,6989.71,4,27958.84,Sherry Compton MD,lyonsjoshua@beck.org,Brownburgh,31,Credit Card,Shipped,2025-10-29
127,Voice Lite,Sports,7081.55,4,28326.2,Matthew Davis,pnguyen@cannon.com,Mooreland,59,Cash on Delivery,Shipped,2025-10-29
128,Drive Plus,Books,5058.47,5,25292.35,Eric Allen,alexisramirez@yahoo.com,Ortegamouth,40,Debit Card,Cancelled,2025-10-29
129,Moment Pro,Sports,338.1,2,676.2,Gail Rivera,jacob36@lane-phillips.net,Ashleyborough,49,Net Banking,Returned,2025-10-29
130,Child Pro,Sports,8023.72,2,16047.44,Stephanie Landry,robertcarter@espinoza.com,West Stephen,63,Debit Card,Pending,2025-10-29
131,Left Set,Books,319.82,2,639.64,Jessica Landry,howardmary@yahoo.com,New Tracy,44,Cash on Delivery,Shipped,2025-10-29
132,Which Set,Sports,350.24,1,350.24,Linda Hernandez,kristenmorris@hotmail.com,North Anthonyfort,61,Debit Card,Cancelled,2025-10-29
133,Build Max,Beauty,5816.74,3,17450.22,Carol Burns,williamsdesiree@alexander.com,Loweside,48,Net Banking,Returned,2025-10-29
134,Teacher Pro,Beauty,8210.97,1,8210.97,Adam Snow,brittneyhicks@yahoo.com,Perezberg,62,Debit Card,Pending,2025-10-29
135,Fish Set,Home & Kitchen,7604.37,2,15208.74,Mr. Phillip Taylor,jessica39@yahoo.com,Hallside,25,Net Banking,Pending,2025-10-29
136,Situation Max,Electronics,3741.42,4,14965.68,Diane Smith,matthewgomez@oneill.com,West Charlesborough,47,Debit Card,Shipped,2025-10-29
137,Form Max,Sports,8445.0,3,25335.0,Joel Robinson,gilbertmaria@holland-jones.info,Lake Jennifermouth,22,Cash on Delivery,Shipped,2025-10-29
138,Animal Plus,Clothing,616.2,5,3081.0,Emily Paul,ronald65@yahoo.com,Lake Peter,47,Cash on Delivery,Cancelled,2025-10-29
139,Commercial Max,Beauty,5561.44,2,11122.88,Catherine Harrison,adunn@yahoo.com,Thomaschester,32,Debit Card,Pending,2025-10-29
140,Fine Pro,Grocery,8687.22,2,17374.44,Diane Jones,amiller@gmail.com,Mullinsmouth,31,Debit Card,Delivered,2025-10-29
141,Significant Lite,Clothing,7076.58,3,21229.74,Juan Lara,dawnpierce@rose-barnett.com,East Nathanland,62,Credit Card,Delivered,2025-10-29
142,Foreign Pack,Home & Kitchen,3685.92,3,11057.76,Becky Kelly,james76@powers.net,Lake William,32,UPI,Pending,2025-10-29
143,Until Plus,Clothing,4288.91,5,21444.55,Anne Trevino,tiffany38@proctor.org,Kristenview,47,Credit Card,Pending,2025-10-29
144,Stuff Plus,Books,7741.74,4,30966.96,Heather Boyer,bellblake@gmail.com,East Jenniferhaven,32,Debit Card,Pending,2025-10-29
145,Hope Lite,Electronics,9046.08,5,45230.4,Daniel Jackson,kruegerashley@harmon.biz,Lake Jamesshire,62,Cash on Delivery,Cancelled,2025-10-29
146,Nature Pack,Home & Kitchen,7468.47,4,29873.88,Kathleen Johnson,wthompson@hernandez.com,Ayersberg,40,Credit Card,Delivered,2025-10-29
147,Movement Pro,Toys,6285.1,3,18855.3,Ralph Bennett,craigrussell@jacobs.info,Rebeccaville,29,UPI,Pending,2025-10-29
148,New Plus,Sports,3178.85,5,15894.25,David Reyes,michele01@johnson.info,North Ashleyhaven,38,Cash on Delivery,Cancelled,2025-10-29
149,Increase Plus,Home & Kitchen,7179.14,4,28716.56,Kiara Murray,lwalters@cortez.com,West Carrie,18,Cash on Delivery,Returned,2025-10-29
150,Remain Set,Electronics,1955.18,3,5865.54,Benjamin Thomas,xmcintyre@yahoo.com,South Maria,22,UPI,Pending,2025-10-29
151,Free Plus,Toys,5795.43,5,28977.15,Vincent Nelson,ojones@hotmail.com,South Jayburgh,57,Cash on Delivery,Returned,2025-10-29
152,Information Pro,Sports,7803.43,2,15606.86,Dr. Samuel Brown,padillacalvin@ramirez.info,New Brianton,20,Cash on Delivery,Returned,2025-10-29
153,Responsibility Max,Home & Kitchen,9414.24,1,9414.24,Brenda Payne MD,gonzalesscott@anderson.com,Port Jennifer,38,Cash on Delivery,Delivered,2025-10-29
154,Group Max,Beauty,258.74,1,258.74,Jennifer Weber,williamwatson@gmail.com,New Heatherton,25,UPI,Shipped,2025-10-29
155,Television Lite,Sports,3177.64,3,9532.92,Anna Fields DDS,james71@bennett.com,Mccarthystad,41,Cash on Delivery,Shipped,2025-10-29
156,Hope Pro,Grocery,9789.7,2,19579.4,Casey Anderson,julia29@hotmail.com,Port Stefanietown,40,Credit Card,Returned,2025-10-29
157,Third Pack,Sports,7946.07,5,39730.35,Barbara Bell,uwilliams@evans.info,New Eduardo,26,Credit Card,Delivered,2025-10-29
158,Wrong Plus,Grocery,6698.88,2,13397.76,Angela Miller,damon39@yahoo.com,Popeborough,32,Net Banking,Returned,2025-10-29
159,Wait Plus,Clothing,3434.24,4,13736.96,Penny Mathis,lwhite@parsons.com,East Raymond,59,Cash on Delivery,Shipped,2025-10-29
160,Million Lite,Books,8731.96,4,34927.84,James Hill,knappvickie@herman-johnson.com,Jeffreystad,36,UPI,Returned,2025-10-29
161,Participant Max,Sports,3594.43,2,7188.86,Tony Mccarthy,patrick09@yahoo.com,South William,28,Debit Card,Delivered,2025-10-29
162,Painting Pro,Home & Kitchen,6778.01,1,6778.01,Joshua Martinez,tfleming@hotmail.com,Harrisbury,60,Net Banking,Delivered,2025-10-29
163,Between Max,Sports,8068.76,5,40343.8,Douglas Bradshaw,brendacross@yahoo.com,North Christopherburgh,65,UPI,Returned,2025-10-29
164,Eat Pack,Books,4967.24,5,24836.2,Jamie Obrien,medinadavid@potter.org,Port Connor,64,UPI,Shipped,2025-10-29
165,Practice Lite,Electronics,7576.11,3,22728.33,Eduardo Walter,briannajones@gmail.com,Hughesfort,41,Debit Card,Shipped,2025-10-29
166,Us Pack,Toys,7457.63,4,29830.52,James Leach,washingtonjustin@cortez.com,New Sarah,65,Net Banking,Cancelled,2025-10-29
167,Attention Plus,Beauty,4190.26,1,4190.26,Deborah Cruz,williamchapman@yahoo.com,West Gregorymouth,44,Debit Card,Cancelled,2025-10-29
168,Investment Pack,Clothing,2171.94,1,2171.94,Michael Reese,dustin86@peters-elliott.biz,Darrenside,46,Cash on Delivery,Returned,2025-10-29
169,Act Pro,Beauty,9103.97,3,27311.91,Sandra Gonzales,williamsjoshua@gmail.com,Georgeburgh,23,Net Banking,Pending,2025-10-29
170,Behind Lite,Beauty,1929.8,4,7719.2,Jasmine Morris,ehughes@moore.biz,Colemanhaven,45,UPI,Pending,2025-10-29
171,Until Max,Sports,9298.39,5,46491.95,Lauren Chang,josephpeters@gardner.com,Byrdmouth,18,Credit Card,Returned,2025-10-29
172,Across Pro,Toys,7977.03,1,7977.03,Rachel Walton,ramirezcasey@hotmail.com,North David,19,Net Banking,Shipped,2025-10-29
173,Work Pack,Clothing,4248.16,4,16992.64,Judy Tran,benjaminlaura@zuniga.com,East William,62,UPI,Returned,2025-10-29
174,Significant Lite,Grocery,3801.67,1,3801.67,Michael Holland,cwhite@yahoo.com,East Davidtown,56,Cash on Delivery,Delivered,2025-10-29
175,Feeling Plus,Home & Kitchen,4198.28,2,8396.56,Frank Martinez,gquinn@howell.net,Burtonfurt,43,Net Banking,Shipped,2025-10-29
176,Region Pro,Clothing,1610.19,2,3220.38,Robert Miller,misty48@edwards.net,Port Crystal,50,Cash on Delivery,Cancelled,2025-10-29
177,Road Pro,Electronics,7455.2,4,29820.8,Taylor Young,nicolebryan@perry.org,Ericland,42,UPI,Pending,2025-10-29
178,Save Plus,Home & Kitchen,5333.82,2,10667.64,Melissa Tucker,bennettmarcia@yahoo.com,Livingstonville,54,Credit Card,Pending,2025-10-29
179,Produce Set,Sports,4121.29,5,20606.45,Yvette Zamora,lauren76@hotmail.com,North Jenna,24,Net Banking,Cancelled,2025-10-29
180,Pressure Pro,Beauty,604.76,5,3023.8,Brian Davis,williambell@yahoo.com,South Amychester,41,Net Banking,Cancelled,2025-10-29
181,Yeah Pack,Books,6765.9,2,13531.8,Michael Nelson,cruzkimberly@knight-fox.com,Aprilfort,41,Credit Card,Pending,2025-10-29
182,Recent Max,Electronics,9328.56,5,46642.8,Jacqueline Jones,walter39@walker.net,Floresfurt,49,Cash on Delivery,Cancelled,2025-10-29
183,Law Plus,Clothing,9146.43,5,45732.15,Dr. Timothy Solis,gregory79@wilson.biz,Combsmouth,43,Net Banking,Shipped,2025-10-29
184,Else Max,Electronics,1241.28,5,6206.4,Mary Schroeder,swall@gmail.com,Port Toddmouth,18,Credit Card,Cancelled,2025-10-29
185,Health Set,Sports,2830.62,2,5661.24,Thomas Rivers,barrycrawford@jones.com,Walkermouth,55,Credit Card,Shipped,2025-10-29
186,Single Lite,Toys,9039.46,3,27118.38,Patrick Thompson,stonejason@gmail.com,East Karla,60,Debit Card,Shipped,2025-10-29
187,Head Max,Toys,3786.34,4,15145.36,Anthony Curry,nicholasellis@hotmail.com,Carloshaven,34,UPI,Shipped,2025-10-29
188,Kid Max,Clothing,5908.7,5,29543.5,Robert Ayers,sheilamathis@hernandez-mcfarland.com,Mcfarlandchester,45,UPI,Shipped,2025-10-29
189,Senior Plus,Clothing,5875.26,3,17625.78,David Terry,bmunoz@kidd-wilson.com,Port Katherineport,47,Credit Card,Returned,2025-10-29
